id,title,description,image_link,video_link,duration,category,language,status_flag,new_comment,schedule,created_at,updated_at,deleted_at,keyword_old,keyword,extra_keyword_count,youtube_id,description_1,admin_id
530,Roar of Regret,,storie_image/K8WZK7IVjn0YrQqJ6hWiC9b4Af9pm8SB9U4pSCHB.jpg,813529866,10:17,"[""57""]",1,1,0,2023-04-02 20:00:00,2023-04-01 13:06:44,2023-07-05 04:55:24,,,"[""Lion"", ""deer"", ""Monkey"", ""Rabbit"", ""Carrot"", ""Cage"", ""Trap"", ""EN-85"", ""EN85"", ""85""]",0,zzW-I-g6E9Q,An arrogant lion pays a heavy price for humiliating other animals.,23
531,കാട്ടിലെ ചിണ്ടനും നാട്ടിലെ ടൈഗറും,,storie_image/rj1FmUCKP2MxVlH9X5gcF8CCIvnylK4qvsGgfFs5.jpg,810476359,08:44,"[""34"",""35""]",5,1,0,2023-04-03 20:00:00,2023-04-03 12:08:20,2023-08-19 06:58:42,,,"[""wild dog"", ""dog"", ""forest"", ""town"", ""animal"", ""freedom"", ""food"", ""friends"", ""owner"", ""rabbit"", ""ML-156"", ""ML156"", ""156""]",0,qovT_1M5tC0,കാട്ടിൽ കഴിയുന്ന ചിണ്ടൻ എന്ന നായ പട്ടണത്തിലെ ടൈഗർ എന്ന നായയെ കണ്ടുമുട്ടുന്ന കഥ,23
532,Wonders of Nature,,storie_image/n9XEo18Anwjz9V5NQtlcO9eF7zVizt0s1oBmQgWm.jpg,814148713,10:08,"[""49"",""57""]",1,1,0,2023-04-03 20:00:00,2023-04-03 12:30:40,2023-04-11 18:49:10,,,"[""Chameleon"", ""Curious"", ""Colour"", ""Plants"", ""Prey"", ""Mother"", ""EN-86"", ""EN86"", ""86""]",0,h9q_J6vMBTg,A curious Balu closely examines a chameleon and learns the ways of nature.,23
533,കുടയപ്പനും വടിയപ്പനും,,storie_image/xqzmDQhFgLGDac4sD72FNVCZNXA55els4bqcRAVD.jpg,810476683,07:22,"[""34"",""36""]",5,1,0,2023-04-04 20:00:00,2023-04-04 13:03:37,2023-08-02 06:00:11,,,"[""Old man"", ""village"", ""travell"", ""market"", ""umbrella"", ""walking stick"", ""thief"", ""robbery"", ""ML-157"", ""ML157"", ""157""]",0,wPwnCn-85IU,ഒരു അപ്പൂപ്പന്റെ കുടയുടെയും ഊന്നുവടിയുടെയും കഥ,23
534,The Golden Dancing Shoes -     Part I,,storie_image/mkb2NSYKlt9ArSYaf4ygApUlzcP1VxuWma0hJZiI.jpg,813795202,08:10,"[""71""]",1,1,0,2023-04-04 20:00:00,2023-04-04 13:06:01,2023-08-24 09:06:39,,,"[""Girl"", ""Shoes"", ""Magic"", ""Magician"", ""Tree"", ""Flute"", ""Music"", ""Dance"", ""EN-87"", ""EN87"", ""87""]",0,EjswBbFXZZM,Little Bella discovers a pair of dancing shoes which lands her in trouble.,23
535,The Golden Dancing Shoes -     Part II,,storie_image/NdjjpBOxKno4LPaBnW8Et7vUAsbezvueiBH7glEZ.jpg,813795381,07:48,"[""71""]",1,1,0,2023-04-05 20:00:00,2023-04-05 05:19:49,2023-08-31 10:28:29,,,"[""Monkey"", ""Shoes"", ""Magic"", ""Fish"", ""Birds"", ""River"", ""EN- 88"", ""EN88"", ""88""]",0,iZ9kxCNb9dM,What happens when a monkey gets hold of the dancing shoes?,23
536,മിന്നുവിനു കിട്ടിയ കൂട്ടുകാരൻ,,storie_image/IMcRF0S9U5chAcRwbsFIAps10BFif9ShX4Fv8ABO.jpg,810477005,08:26,"[""33"",""50""]",5,1,0,2023-04-06 20:00:00,2023-04-06 05:11:45,2023-08-24 11:01:25,,,"[""Star"", ""planet"", ""shooting star"", ""sun"", ""friends"", ""moon"", ""ML-158"", ""ML158"", ""158""]",0,nP20wfhhFNg,കൂട്ടുകാരില്ലാതെ വിഷമിച്ച മിന്നു എന്ന നക്ഷത്രത്തിന് സൂര്യനെ കൂട്ടുകാരനായി കിട്ടിയ കഥ,23
537,പൂച്ചക്കുട്ടനും പുലിയമ്മാവനും,,storie_image/KkOFT5GWJSZNZe8viMRLMMqhIOwUi8J2Sx7rBktR.jpg,811207197,09:35,"[""35""]",5,1,0,2023-04-07 20:00:00,2023-04-07 12:25:43,2023-06-13 04:21:30,,,"[""Cat"", ""leopard"", ""Deer"", ""Crow"", ""rabbit"", ""fairy"", ""forest"", ""Kingini river"", ""prayer puli"", ""Poocha"", ""vanadevatha"", ""ML-159"", ""ML159"", ""159""]",0,Dut0IqYm3hs,ഇരപിടിക്കാൻ എളുപ്പത്തിനുവേണ്ടി തപസ്സു ചെയ്ത് പൂച്ചയായി മാറിയ പുലിയുടെ കഥ,23
538,The Haughty Crow,,storie_image/aW6xiDS2xYI6Ip2Bw1NG9DyWzNj84KgHBID3wAfc.jpg,815220283,07:43,"[""53""]",1,1,0,2023-04-07 20:00:00,2023-04-07 12:28:07,2023-04-08 05:15:01,,,"[""Crow"", ""Eagle"", ""Shepherd"", ""Fly"", ""Sheep"", ""Children"", ""Prey"", ""Fall. EN-89"", ""EN89"", ""89""]",0,5K3kMRkrysk,The story of a crow who tried to imitate the mighty eagle.,23
539,വാലു പോയ ഓന്തച്ചൻ,,storie_image/tNV2Ox7MaTfMcW8CyWudJQuaIiliAM31SOuWFhk4.jpg,814149306,08:40,"[""35""]",5,1,0,2023-04-08 20:00:00,2023-04-08 06:31:15,2023-06-24 04:54:07,,,"[""Chameleon"", ""Skink"", ""tail"", ""Onth"", ""vaal"", ""Arana"", ""Woodcutter"", ""friends"", ""tree"", ""accident"", ""enemy"", ""ML-160"", ""ML160"", ""160""]",0,cOLPS--zsBo,ശരീരത്തിന്റെ നിറം മാറ്റാൻ കഴിയുന്നതിനാൽ ആരെയും പേടിക്കേണ്ട എന്ന അഹങ്കരിച്ചിരുന്ന ഓന്തച്ചന്റെയും അവന്റെ കൂട്ടുകാരൻ അരണയുടെയും കഥ,23
540,Fin And Freckles,,storie_image/ZEPLnXtUjiW55npLG8LAWENewp0eaFzqHPDaOohr.jpg,815220661,11:37,"[""57""]",1,1,0,2023-04-08 20:00:00,2023-04-08 06:33:40,2023-06-05 06:09:44,,,"[""Cat"", ""Fish"", ""Aquarium"", ""Master"", ""Outside"", ""Travel"", ""Voyage"", ""Lakes"", ""Friends"", ""Friendship. EN-90"", ""EN90"", ""90""]",0,lPuGfjmbFb0,An unusual bond formed between a cat and fish changes the life of the latter.,23
541,തമോമാമനും നക്ഷത്രക്കുട്ടന്മാരും,,storie_image/0czNyn5Wj7W0ua7Gn6G14QmQrrN92UnEWiehlrGg.jpg,814149713,11:11,"[""50""]",5,1,0,2023-04-09 20:00:00,2023-04-08 06:37:58,2023-09-04 06:52:14,,,"[""thamogartham"", ""nakshathram"", ""space"", ""star"", ""blackhole"", ""blinking"", ""hot star"", ""planets"", ""light"", ""heat"", ""ML-161"", ""ML161"", ""161""]",0,BY8scYKPL1g,നാടുകാണാൻ ഇറങ്ങിയ നക്ഷത്രക്കുട്ടന്മാരെ പേടിപ്പിച്ച വലിയ നക്ഷത്രങ്ങളെ ഒരു തമോഗർത്തം പാഠം പഠിപ്പിക്കുന്ന കഥ.,23
542,The Bountiful Harvest,,storie_image/Q9MprxyVnJ7riLW4HFjRHBWhkaV2RSAd90XX2sox.jpg,815220997,07:40,"[""53"",""62"",""80""]",1,1,0,2023-04-09 20:00:00,2023-04-08 06:41:25,2023-07-19 05:33:21,,,"[""Farmer"", ""Farm"", ""Crops"", ""Son"", ""Father"", ""Plough"", ""Harvest"", ""EN-91"", ""EN91"", ""91""]",0,viUD0JALi9I,A wise farmer hatches up a plan to correct his lazy sons.,23
543,ചാമ്പമരത്തിലെ കൊതിയൻ പുഴുക്കുട്ടൻ,,storie_image/838VbIbvymeBC7U478JyyvbmVDIGAVvBJtV5SIdr.jpg,814150127,12:08,"[""35"",""36""]",5,1,0,2023-04-10 20:59:00,2023-04-10 13:19:08,2023-09-04 06:51:22,,,"[""Puzhu"", ""worm"", ""chamba maram"", ""wax apple tree"", ""friends"", ""food"", ""taste"", ""kitchen"", ""bakery food"", ""pain"", ""doctor"", ""ML-162"", ""ML162"", ""162""]",0,G0t8QFiR6hU,ചാമ്പമരത്തിൽ കഴിഞ്ഞിരുന്ന പുഴുക്കുട്ടൻ രുചികരമായ ഭക്ഷണം തേടി മരത്തിൽനിന്ന് പുറത്തു പോകുന്ന കഥ.,23
544,The Oversmart Donkey,,storie_image/rVIEcYwZ917gChJBPLzdtosVMWlBu84imQHYzfLD.jpg,815221885,08:08,"[""57"",""62""]",1,1,0,2023-04-10 20:00:00,2023-04-10 13:24:50,2023-05-05 09:08:05,,,"[""Donkey"", ""Horse"", ""Master"", ""Salt"", ""Cotton"", ""River"", ""Fall"", ""Smart"", ""Punishment"", ""En-92"", ""EN92"", ""92""]",0,OpVR3--9aRM,A donkeys' plan backfires when he tries to outsmart his master.,23
545,വിമ്മു പഠിച്ച പാഠം,,storie_image/2TDjwH0oYDIclfrhPqPawLpNCjSBnkRSv9ZSuAA1.jpg,814150499,12:32,"[""36"",""54""]",5,1,0,2023-04-11 20:00:00,2023-04-11 05:28:27,2023-08-08 08:30:32,,,"[""Puzhu"", ""worm"", ""chamba maram"", ""wax apple tree"", ""friends"", ""food"", ""taste"", ""kitchen"", ""bakery food"", ""pain"", ""doctor"", ""ML-163"", ""ML163"", ""163""]",0,HXDGdKyMyHM,വിമ്മു എന്ന അഹങ്കാരിയായ വിമാനം റോക്കറ്റിനോട് മൽസരിക്കാൻ പോയ കഥ.,23
546,The Battle Of Forest,,storie_image/sow3h6YPsGdIhFuUK5JC1rgKA8EiiLuUjsaAG1Tw.jpg,816127190,07:17,"[""53"",""57"",""62""]",1,1,0,2023-04-11 20:00:00,2023-04-11 05:31:59,2023-05-15 10:59:38,,,"[""Lion"", ""Bear"", ""Fox"", ""Lamb"", ""Fight"", ""Meal"", ""Trees"", ""Forest"", ""EN-93"", ""EN93"", ""93""]",0,Zn-SBgtvFvE,"A Lion and bear fight over a little lamb, only to realise their mistakes later.",23
547,The False Friend,,storie_image/mrE02VmJX7Lxy9AeBoTUPKQ9H2waIuBFiBc40lA0.jpg,816127372,08:01,"[""53"",""57"",""62""]",1,1,0,2023-04-12 20:00:00,2023-04-11 05:46:26,2023-07-10 17:33:20,,,"[""Sheep"", ""Shepherd"", ""Wolf"", ""Pasture"", ""Herd"", ""Friend"", ""Trees EN-94"", ""EN94"", ""94""]",0,_JeiiYNN4mc,Tragedy strikes when a shepherd befriends a wolf.,23
548,പൂരത്തിനു പോയ തത്തകൾ,,storie_image/ZOAXweEJAZHTLreA6jgJIzFX0tdZuMx3umkdYJZN.jpg,814151767,08:24,"[""35"",""36""]",5,1,0,2023-04-13 20:00:00,2023-04-11 05:51:19,2023-08-04 16:07:55,,,"[""birds"", ""Parrots"", ""thatha"", ""Pooram"", ""celebration"", ""Paddy field"", ""cat"", ""trap"", ""rice"", ""friends"", ""help"", ""ML-164"", ""ML164"", ""164""]",0,CsTydHkcNVw,തത്തമംഗലം എന്ന നാട്ടിലെ തത്തകളെല്ലാംകൂടി തിത്തുണ്ണി എന്ന തത്തയുടെ നേതൃത്വത്തിൽ പൂരം കാണാൻ പോയ കഥ.,23
549,The Tricky Mirror,,storie_image/jzIM413NMIlZUbDX3KRDRUgATs5N86zVyZ83xv67.jpg,817581888,09:10,"[""57"",""80""]",1,1,0,2023-04-14 20:00:00,2023-04-14 12:25:11,2023-07-04 05:21:35,,,"[""Lion"", ""Barber"", ""Hairstylist"", ""King"", ""Forest"", ""Trick"", ""EN-95"", ""EN95"", ""95""]",0,pkBFi6X04d4,"A hairstylist, on his way to meet the king, encounters a lion.",23
550,The Doodle Gang,,storie_image/NBD0MuSVRTtMSTbPEQvCDiE15MviLPp3J5VyZT09.jpg,817583794,08:46,"[""80""]",1,1,0,2023-04-15 20:00:00,2023-04-14 12:29:05,2023-08-02 06:00:30,,,"[""Poohoo"", ""pencil"", ""sharpy"", ""rassy"", ""proud"", ""eraser"", ""sharpener"", ""drawing"", ""colour pencil"", ""EN-96"", ""EN96"", ""96""]",0,liBTjuD3F7U,An arrogant pencil realizes of the importance of teamwork and friendship.,23
551,Kelly's Great Escape,,storie_image/Dm128gzxrKR8aQAExUbexr9BWgr3FkEW3Uuu2EM7.jpg,817623188,11:44,"[""53"",""57""]",1,1,0,2023-04-16 20:00:00,2023-04-14 12:31:41,2023-09-04 06:50:00,,,"[""Goat"", ""Lid"", ""Parrot"", ""Fox"", ""Squirrel"", ""Forest"", ""Cunning"", ""Hide and seek"", ""woodpecker"", """"]",0,AMPerJsu4tI,"How friends helped kelly the goat, escape a treacherous fox.",23
552,ബാറ്റി ബാക്റ്റീരിയയും ബാലുക്കുട്ടനും,,storie_image/f4AJvzxrsrMtBbm0ttCFPN9kPQCuZWlow5QYKCGE.jpg,814152062,11:43,"[""35"",""36"",""54""]",5,1,0,2023-04-14 20:00:00,2023-04-14 12:36:09,2023-08-17 12:00:53,,,"[""Bacteria"", ""teeth"", ""boy"", ""father"", ""mother"", ""hygiene"", ""brushing"", ""dentist"", ""pain"", ""night.ML-165"", ""ML165"", ""165""]",0,QuGOcX5AB1w,ബാറ്റി എന്ന ബാക്റ്റീരിയ ബാലുക്കുട്ടൻ്റെ വായിൽ കയറിക്കൂടി പല്ലു കേടുവരുത്തുന്ന കഥ.,23
553,ഗുഡ്നൈറ്റ് മാലാഖയും പേടിപ്പൻ ഭൂതവും,,storie_image/JkXqbFS5aqFISRXWpFzsH1fPy44EuILuEDSZavqu.jpg,814152411,09:10,"[""33"",""34""]",5,1,0,2023-04-14 20:00:00,2023-04-14 12:39:26,2023-04-14 12:40:54,2023-04-14 12:40:54,,"[""Goodnight"", ""fairy"", ""monster"", ""sleep"", ""night"", ""quarrel"", ""girl"", ""parents"", ""dream"", ""ML-166"", ""ML166"", ""166""]",0,g7QVDCa_eVE,അമ്മയോടും അച്ഛനോടും പിണങ്ങി ഗുഡ്നൈറ്റ് പറയാതെ കിടന്നുറങ്ങുന്ന മാളൂട്ടിയെ രാത്രി പേടിപ്പൻ ഭൂതം പേടിപ്പിച്ച് ഉണർത്തുന്നു. പിന്നീട് ഗുഡ് നൈറ്റ് മാലാഖ വന്ന് നല്ല ഉറക്കം സമ്മാനിക്കുന്നു.,23
554,ഗുഡ്നൈറ്റ് മാലാഖയും പേടിപ്പൻ ഭൂതവും,,storie_image/n1h0ELSSIPSWAFtfugXJZYMJ3SVCHuPuAc1NscPO.jpg,814152411,09:27,"[""33"",""36""]",5,1,0,2023-04-15 20:00:00,2023-04-14 12:42:15,2023-09-04 06:49:06,,,"[""Goodnight"", ""fairy"", ""monster"", ""sleep"", ""night"", ""quarrel"", ""girl"", ""parents"", ""dream"", ""ML-166"", ""ML166"", ""166""]",0,g7QVDCa_eVE,അമ്മയോടും അച്ഛനോടും പിണങ്ങി ഗുഡ്നൈറ്റ് പറയാതെ കിടന്നുറങ്ങുന്ന മാളൂട്ടിയെ രാത്രി പേടിപ്പൻ ഭൂതം പേടിപ്പിച്ച് ഉണർത്തുന്നു. പിന്നീട് ഗുഡ് നൈറ്റ് മാലാഖ വന്ന് നല്ല ഉറക്കം സമ്മാനിക്കുന്നു.,23
555,തീപ്പെട്ടിമുത്തശ്ശനും തീക്കുട്ടന്മാരും,,storie_image/xM5vHnVkx4SGqCS1nSGGrhZZkPAafT1ijzgukx8D.jpg,814152676,11:13,"[""36""]",5,1,0,2023-04-16 20:00:00,2023-04-14 12:44:56,2023-09-04 06:47:32,,,"[""Matchbox"", ""matchstick"", ""fight"", ""kitchen"", ""vessel"", ""rat"", ""fire"", ""friends"", ""ML-167"", ""ML167"", ""167""]",0,dqDhCJVY7DE,എന്നും വഴക്കിട്ടിരുന്ന തീപ്പെട്ടിക്കമ്പുകളെ തീപ്പെട്ടി മുത്തശ്ശൻ തൻ്റെ വയറ്റിൽ നിന്ന് പുറത്താക്കുന്നു. പിന്നീട് അവർക്ക് അപകടം വരുമ്പോൾ അദ്ദേഹംതന്നെ രക്ഷപ്പെടുത്തുന്നു.,23
556,പൂമ്പാറ്റകളുടെ രഹസ്യം,,storie_image/KiLz6rUOjqYoPAdmPWAdSsNGkCVZeA6IXS5Fdf7o.jpg,814152931,10:50,"[""33"",""34"",""35"",""36""]",5,1,0,2023-04-17 20:00:00,2023-04-17 12:28:22,2023-09-04 06:46:34,,,"[""Butterfly"", ""poombatta"", ""thumbi"", ""dragonfly"", ""garden"", ""friends"", ""flowers"", ""honey"", ""ML-168"", ""ML168"", ""168""]",0,P_jk4tcK4rw,പൂമ്പാറ്റകളുടെയും അവരെ കബളിപ്പിച്ച തുമ്പികളുടെയും കഥ,23
557,Dum Dum and Klinjus' Kitchen Tale,,storie_image/m2zFyIlsAYHKfgGLCuctmcyx1LYlaysa3LUOXoaO.jpg,817623512,09:09,"[""39"",""71""]",1,1,0,2023-04-17 20:00:00,2023-04-17 12:30:53,2023-07-06 04:30:17,,,"[""Kitchen"", ""Vessel"", ""Cat"", ""Glass"", ""Utensils"", ""Plates"", ""Milk"", ""Break"", ""EN-98"", ""en98"", ""98""]",0,O4p0_Z7_I6I,"Klinju, a steel glass is made fun of by every other vessel until a cat enters the kitchen.",23
558,Smart Sammy,,storie_image/idmZVf3j9p06wX0SQUBVYgblxyCvDzTFNYHwqQXq.jpg,818314106,07:25,"[""57""]",1,1,0,2023-04-18 20:00:00,2023-04-18 13:45:19,2023-07-14 04:33:52,,,"[""Ant"", ""Ant eater"", ""Forest"", ""brainy"", ""snake"", ""snake bite"", ""escape"", ""explore"", ""alone EN-99"", ""EN99"", ""99""]",0,pL26v89Wt3M,An ant make use of his wits to escape from an anteater and teach him a lesson.,23
559,ബിംബിക്കു കിട്ടിയ കൂട്ടുകാരൻ,,storie_image/7sWknKxhH5Ss5YqMOITY0JVx8Qzq37ePpwLWagkY.jpg,818314695,09:46,"[""36""]",5,1,0,2023-04-18 20:00:00,2023-04-18 13:48:35,2023-05-23 09:07:56,,,"[""Ball"", ""panthu"", ""magician"", ""cave"", ""houses"", ""friend"", ""boy"", ""school"", ""dog"", ""study""]",0,-k7xqYWdhhE,ബിംബി എന്ന മാന്ത്രികപ്പന്തിൻ്റെയും അവൻ്റെ കൂട്ടുകാരനായ ജൊഹാൻ്റെയും കഥ,23
560,The Chestnut Thief,,storie_image/e3hXcC7Cv5Entq402lJsEaHv6Y6tMQ4sJ5OyGMmj.jpg,818605821,07:52,"[""57"",""62""]",1,1,0,2023-04-19 20:00:00,2023-04-19 11:59:45,2023-06-12 11:10:28,,,"[""monkey"", ""cat"", ""chestnut"", ""fire"", ""fireplace"", ""foolish"", ""eat"", ""owners"", ""EN-100"", ""EN100"", ""100""]",0,-mht6eBvqjw,"A cat burns his paws to help his monkey friend only to realize that it
was a mistake.",23
561,പിഞ്ഞാണുമുത്തശ്ശിയും കിണ്ടാണ്ടൻ പൂച്ചയും,,storie_image/nCh4SIyCYKgaMcsxEhWTsf6qNxunN9oBsKsrwXsV.jpg,818606032,11:46,"[""35"",""36""]",5,1,0,2023-04-20 20:00:00,2023-04-20 13:15:59,2023-07-23 07:36:35,,,"[""Grandmother"", ""cat"", ""muthashi"", ""poocha"", ""help"", ""food"", ""trick"", ""thief"", ""dog"", ""ML-170"", ""ML170"", ""170""]",0,s0kYSKawgKU,പിഞ്ഞാണു എന്ന മുത്തശ്ശിയുടെയും അവരെ സഹായിക്കുന്ന കിണ്ടാണ്ടൻ എന്ന പൂച്ചയുടെയും കഥ.,23
562,ചില്ലലമാരയിലെ ഉഴുന്നുവടക്കുട്ടൻ,,storie_image/mCzfZF0pXFktjTUY44UhRpYghW5xQY0u4hgHIIz9.jpg,818675321,08:55,"[""36""]",5,1,0,2023-04-21 20:00:00,2023-04-21 07:34:17,2023-07-22 04:25:48,,,"[""Snacks"", ""hotel"", ""shelf"", ""Uzhunnuvada"", ""palaharam"", ""cooking"", ""kitchen"", ""grinding"", ""food"", ""ML-171"", ""ML171"", ""171""]",0,949C76gRMqs,മധുച്ചേട്ടന്റെയും ഉണ്ണിച്ചേട്ടന്റെയും പലഹാരക്കടയിൽ എല്ലാവർക്കും പ്രിയപ്പെട്ട ഉഴുന്നുവടയുടെ കഥ,23
563,Magical Speaking Tree,,storie_image/Wb46cjBu7ytJVbAebQDGXojP6C8xBRQvNYlwwiIc.jpg,818674579,10:05,"[""47""]",1,1,0,2023-04-21 20:00:00,2023-04-21 07:37:40,2023-04-24 04:47:00,,,"[""Magic"", ""Magician"", ""Flute"", ""Tree"", ""Branches"", ""Bird"", ""Rose"", ""Fish"", ""Sing"", ""City"", ""EN-101"", ""EN101"", ""101""]",0,MyNCneeHG6o,A speaking tree is deeply worried about its branches who is always fighting.,23
564,The Lion's Promise,,storie_image/aBvBSo889gXzHZHy0LJ4tnoKiGbkALJGPbpnoKyG.jpg,819807081,07:11,"[""57"",""62""]",1,1,0,2023-04-22 20:00:00,2023-04-22 08:45:03,2023-08-23 10:55:14,,,"[""Lion"", ""carpenter"", ""food"", ""promise"", ""bear"", ""tiger"", ""forest"", ""lazy"", ""EN102"", ""EN-102"", ""102""]",0,EUA4ALz7XUE,A Lion finds himself in a difficult situation where he has to break a promise he made.,23
565,മെർമിയും ഷാർക്കുവും,,storie_image/LPHUXAzIU018iBnJhpXRmh4o3apIKVhQwpdGLEmJ.jpg,819803704,12:25,"[""35"",""36""]",5,1,0,2023-04-22 20:00:00,2023-04-22 08:47:09,2023-08-30 07:07:39,,,"[""Shark"", ""mermaid"", ""sea"", ""fish"", ""water"", ""turtle"", ""octopus"", ""cave"", ""naughty"", ""ML-172"", ""ML172"", ""172""]",0,FgmO-DocaTo,മെർമി എന്ന മത്സ്യകന്യകയുടെയും ഷാർക്കു എന്ന സ്രാവിന്റെയും കഥ,23
566,പുഴുക്കളെ അനുഗ്രഹിച്ച വനദേവത,,storie_image/8dh1gz51deWsG0wncb8lsRffyzfrDzBdXXUxx1u7.jpg,819805309,09:59,"[""33"",""35""]",5,1,0,2023-04-23 20:15:00,2023-04-23 14:43:41,2023-08-30 14:44:32,,,"[""ant"", ""caterpillar"", ""plants"", ""chedi"", ""puzhu"", ""forest"", ""goddess"", ""butterfly"", ""flowers"", ""ML-173"", ""ML173"", ""173""]",0,izH3N2phyMk,എല്ലാവരുടെയും കളിയാക്കൽ കേട്ട് വിഷമിച്ചിരുന്ന പുഴുക്കളെ വനദേവത അനുഗ്രഹിക്കുന്ന കഥ,23
567,The Morning Call,,storie_image/o9vfTusafhdnpI9ZwzWnICtsa0HJEqtbxBK16BfF.jpg,819807674,09:39,"[""57""]",1,1,0,2023-04-23 20:16:00,2023-04-23 14:45:49,2023-05-05 07:14:59,,,"[""Rooster"", ""Cock"", ""Lion"", ""Jungle"", ""Forest"", ""Peacock"", ""Elephant"", ""Sunrise"", ""Sun"", ""EN-103"", ""EN103"", ""103""]",0,WJD31EWvFhM,Entire forest looks upto a rooster when the sun turned shy one day.,23
568,മിന്നുത്തത്തയുടെ കൂട്ടുകാരി,,storie_image/CDdC4FNGhoxhxYGWGnLi32LI7aAOvYgT70VZv5vW.jpg,820456304,11:06,"[""35"",""36""]",5,1,0,2023-04-24 20:00:00,2023-04-24 13:09:29,2023-05-05 07:18:47,,,"[""parrot"", ""thatha"", ""girl"", ""school"", ""garden"", ""flowers"", ""freedom"", ""mother"", ""relationship"", ""ML-174"", ""ML174"", ""174""]",0,FDMwjcypYDY,മിന്നു എന്ന തത്തയുടെയും അവളെ വളർത്തിയ നയന എന്ന കൊച്ചു കുട്ടിയുടെയും കഥ,23
569,The Donkey and the Idol,,storie_image/yfwBKINL6TKsFhPuxhdbZjQDLxr48248FcjiyfZi.jpg,819808080,07:28,"[""53"",""57"",""62""]",1,1,0,2023-04-24 20:00:00,2023-04-24 13:14:53,2023-06-09 04:33:36,,,"[""Donkey"", ""Idol"", ""Village"", ""Temple"", ""Festival"", ""Beating"", ""EN-104"", ""EN104"", ""104""]",0,JlT3GYPnlyg,"Story about a  poor donkey who couldn't understand why the villagers 
started treating him nicely.",23
570,Fox and the Drum,,storie_image/9M810ohbEIQEtE6NsE0Sfj2FLOcrDD7XetEJkLhX.jpg,820487723,07:59,"[""53"",""57"",""62""]",1,1,0,2023-04-25 20:00:00,2023-04-25 09:45:05,2023-05-13 16:05:15,,,"[""Fox"", ""Family"", ""Fear"", ""Forest"", ""Jungle"", ""Drum"", ""Sound"", ""Tree"", ""Branch"", ""EN-105"", ""EN105"", ""105""]",0,r-F5yL2XgiY,"A little fox wandered in the forest and encountered an unexpected enemy 
on the way.",23
571,ബാലുവിൻ്റെ ചെരിപ്പുകൾ,,storie_image/rPisiO6kLKN9B6JQv4Ndt6UlbRS8rwKbQW3hTTKT.jpg,820828958,12:01,"[""36"",""88""]",5,1,0,2023-04-25 20:00:00,2023-04-25 10:46:05,2023-09-04 07:14:51,,,"[""shoe"", ""cherippu"", ""beauty"", ""birthday"", ""father"", ""mother"", ""family"", ""gift"", ""ML-175"", ""ML175"", ""175""]",0,7s_7jFWAHAo,ബാലു എന്ന കുട്ടിക്ക് പിറന്നാൾ സമ്മാനമായി കിട്ടിയ പുതിയ ഷൂസിൻ്റെയും അവൻ്റെ പഴയ ചെരിപ്പുകളുടെയും കഥ,23
572,Camel Learns a Lesson,,storie_image/6KZWGgsNJBYVny87gyDivDETaFUJaUSjuCuWMnZC.jpg,819808613,07:42,"[""53"",""57"",""62""]",1,1,0,2023-04-26 20:00:00,2023-04-26 12:13:03,2023-04-27 04:36:01,,,"[""Camel"", ""Lion"", ""Fox"", ""Crow"", ""Leopard"", ""Forest"", ""Friends"", ""Friendship"", ""EN-106"", ""EN106"", ""106""]",0,5cwTYg2ueRk,"A camel made some new friends, but little did it know that he would regret it later.",23
573,The Caged Bat,,storie_image/VjeI7dCyhU8s145CwN3J6dwvoVonf6wgc36n1Mvu.jpg,820488277,09:54,"[""53"",""57""]",1,1,0,2023-04-28 20:00:00,2023-04-27 05:12:34,2023-05-13 16:01:14,,,"[""Bat"", ""Cage"", ""Boy"", ""Lazy"", ""Food"", ""Mistake"", ""Family"", ""Friends"", ""Escape. EN-107"", ""EN107"", ""107""]",0,EdnjjshQ7Bo,The lazy bat tricks a boy in order to live in a cage.,23
574,പൊന്മുട്ടയിടുന്ന താറാവ്,,storie_image/5xsBSwzhE4eIeqwis2MztP7OMtoXwxPsYNMyQ2Ys.jpg,821258691,09:13,"[""37""]",5,1,0,2023-04-27 20:00:00,2023-04-27 11:40:47,2023-08-30 06:37:31,,,"[""Duck"", ""golden egg"", ""farmer"", ""egg"", ""panchathanthra"", ""gold"", ""greed"", ""ML-176"", ""ML 176"", ""176""]",0,3B_Itkr3zEs,ഒരു കൃഷിക്കാരന് പൊന്മുട്ടയിടുന്ന താറാവിനെ കിട്ടുന്നു. ആർത്തി മൂത്ത അയാൾ താറാവിനെ കൊന്ന് പൊന്മുട്ടകളെല്ലാം ഒരുമിച്ചെടുക്കാൻ നോക്കുന്ന കഥ.,23
575,സിറിഞ്ചുകുട്ടന്മാരുടെ കഥ,,storie_image/jHAmtDwhUBmUv6JSgWxtQ1ederyFdBHt2TT10xMr.jpg,821956895,13:00,"[""36"",""88""]",5,1,0,2023-04-28 20:00:00,2023-04-28 11:28:27,2023-08-30 06:36:40,,,"[""Needle"", ""Syringe"", ""hospital"", ""medicine"", ""Pharmacy"", ""doctor"", ""tablets"", ""children"", ""accident"", ""ML-177"", ""ML 177"", ""177""]",0,K3YGJ8wWQMQ,ഒരു ആശുപത്രിയിലെ ഫാർമസിയിലുള്ള സിറിഞ്ചുകളുടെയും മരുന്നുകളുടെയും കഥ.,23
